, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,435897,11,39627,300602.0,11.0,27327.0,736499.0,22.0,33477.0,53982.0,1.0,53982.0
1,Brisbane Lions,304014,11,27638,282926.0,11.0,25721.0,586940.0,22.0,26679.0,160894.0,3.0,53631.0
2,Carlton,343889,11,31263,515530.0,11.0,46866.0,859419.0,22.0,39065.0,137305.0,2.0,68653.0
3,Collingwood,549751,11,49977,533452.0,11.0,48496.0,1083203.0,22.0,49237.0,,,
4,Essendon,569685,11,51790,555120.0,11.0,50465.0,1124805.0,22.0,51128.0,256203.0,3.0,85401.0
5,Fremantle,233842,11,21258,253759.0,11.0,23069.0,487601.0,22.0,22164.0,,,
6,Geelong,298024,11,27093,358133.0,11.0,32558.0,656157.0,22.0,29825.0,,,
7,Hawthorn,346490,11,31499,413469.0,11.0,37588.0,759959.0,22.0,34544.0,149991.0,3.0,49997.0
8,Kangaroos,296983,11,26998,367618.0,11.0,33420.0,664601.0,22.0,30209.0,,,
9,Melbourne,374665,11,34060,310670.0,11.0,28243.0,685335.0,22.0,31152.0,,,
10,Port Adelaide,338683,11,30789,267596.0,11.0,24327.0,606279.0,22.0,27558.0,62993.0,2.0,31497.0
11,Richmond,507416,11,46129,467851.0,11.0,42532.0,975267.0,22.0,44330.0,198608.0,3.0,66203.0
12,St Kilda,328355,11,29850,289331.0,11.0,26303.0,617686.0,22.0,28077.0,,,
13,Sydney,307800,11,27982,377788.0,11.0,34344.0,685588.0,22.0,31163.0,32910.0,1.0,32910.0
14,West Coast,359360,11,32669,292647.0,11.0,26604.0,652007.0,22.0,29637.0,,,
15,Western Bulldogs,326263,11,29660,334625.0,11.0,30420.0,660888.0,22.0,30040.0,,,
16,Totals,Home & Away:5921117 (33643),Finals:526443 (58494) ,Overall:6447560 (34852),,,,,,,,,
