,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,3000,North Melbourne v Hawthorn,Arden St,1940.0
2,4000,Geelong v Hawthorn,Corio Oval,1940.0
3,4500,North Melbourne v St Kilda,Arden St,1940.0
4,5000,North Melbourne v Melbourne,Arden St,1940.0
5,5000,North Melbourne v South Melbourne,Arden St,1940.0
6,5000,North Melbourne v Geelong,Arden St,1940.0
7,5000,Geelong v South Melbourne,Corio Oval,1940.0
8,5000,Geelong v Essendon,Corio Oval,1940.0
9,5500,Hawthorn v Fitzroy,Glenferrie Oval,1940.0
10,5500,Melbourne v North Melbourne,M.C.G.,1940.0
11,6000,Carlton v St Kilda,Princes Park,1940.0
12,6000,Collingwood v St Kilda,Victoria Park,1940.0
13,6500,Collingwood v North Melbourne,Victoria Park,1940.0
14,6500,Collingwood v South Melbourne,Victoria Park,1940.0
15,6500,Geelong v St Kilda,Corio Oval,1940.0
16,7000,South Melbourne v Geelong,Lake Oval,1940.0
17,7000,Fitzroy v Hawthorn,Brunswick St,1940.0
18,8000,Hawthorn v Melbourne,Glenferrie Oval,1940.0
19,8000,Hawthorn v St Kilda,Glenferrie Oval,1940.0
20,8000,Hawthorn v South Melbourne,Glenferrie Oval,1940.0
