, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,109000,9,12111,147500.0,9.0,16389.0,256500.0,18.0,14250.0,,,
1,Collingwood,106000,9,11778,117543.0,9.0,13060.0,223543.0,18.0,12419.0,,,
2,Essendon,139000,9,15444,125640.0,9.0,13960.0,264640.0,18.0,14702.0,91535.0,2.0,45768.0
3,Fitzroy,131000,9,14556,124737.0,9.0,13860.0,255737.0,18.0,14208.0,,,
4,Footscray,126000,9,14000,144867.0,9.0,16096.0,270867.0,18.0,15048.0,,,
5,Geelong,69500,9,7722,102265.0,9.0,11363.0,171765.0,18.0,9543.0,44187.0,1.0,44187.0
6,Hawthorn,88500,9,9833,79722.0,9.0,8858.0,168222.0,18.0,9346.0,,,
7,Melbourne,155318,9,17258,118000.0,9.0,13111.0,273318.0,18.0,15184.0,172441.0,3.0,57480.0
8,North Melbourne,68500,9,7611,92500.0,9.0,10278.0,161000.0,18.0,8944.0,,,
9,Richmond,156000,9,17333,133044.0,9.0,14783.0,289044.0,18.0,16058.0,125093.0,2.0,62547.0
10,South Melbourne,100000,9,11111,95500.0,9.0,10611.0,195500.0,18.0,10861.0,,,
11,St Kilda,131500,9,14611,99000.0,9.0,11000.0,230500.0,18.0,12806.0,,,
12,Totals,Home & Away:1380318 (12781),Finals:216628 (54157) ,Overall:1596946 (14258),,,,,,,,,
