,0,1,2,3
0,Highest Home & Away Crowds,,,
1,41000,Essendon v Geelong,Windy Hill,1953.0
2,37500,Carlton v Collingwood,Princes Park,1953.0
3,35000,Geelong v Essendon,Kardinia Park,1953.0
4,34884,Footscray v Essendon,Western Oval,1953.0
5,33867,Collingwood v Footscray,Victoria Park,1953.0
6,33000,Collingwood v Geelong,Victoria Park,1953.0
7,32526,Carlton v Geelong,Princes Park,1953.0
8,32114,Footscray v Collingwood,Western Oval,1953.0
9,32093,Geelong v Footscray,Kardinia Park,1953.0
10,31900,Essendon v Collingwood,Windy Hill,1953.0
11,31668,Footscray v Carlton,Western Oval,1953.0
12,31635,Geelong v Collingwood,Kardinia Park,1953.0
13,31277,Collingwood v Carlton,Victoria Park,1953.0
14,31000,Richmond v Carlton,Punt Rd,1953.0
15,30325,Melbourne v Carlton,M.C.G.,1953.0
16,30300,Essendon v Carlton,Windy Hill,1953.0
17,30000,South Melbourne v Collingwood,Lake Oval,1953.0
18,29688,Carlton v South Melbourne,Princes Park,1953.0
19,29678,Collingwood v South Melbourne,Victoria Park,1953.0
20,29231,South Melbourne v Essendon,Lake Oval,1953.0
