,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,5000,Hawthorn v Fitzroy,Glenferrie Oval,1953.0
2,7000,Hawthorn v North Melbourne,Glenferrie Oval,1953.0
3,7000,Hawthorn v Collingwood,Glenferrie Oval,1953.0
4,7500,St Kilda v Hawthorn,Junction Oval,1953.0
5,7500,Fitzroy v Melbourne,Brunswick St,1953.0
6,8000,Hawthorn v Essendon,Glenferrie Oval,1953.0
7,8000,North Melbourne v South Melbourne,Arden St,1953.0
8,8500,South Melbourne v Hawthorn,Lake Oval,1953.0
9,8500,Carlton v Hawthorn,Princes Park,1953.0
10,9000,North Melbourne v Richmond,Arden St,1953.0
11,9150,Carlton v St Kilda,Princes Park,1953.0
12,9500,Richmond v St Kilda,Punt Rd,1953.0
13,9500,St Kilda v Geelong,Junction Oval,1953.0
14,9500,Essendon v Melbourne,Windy Hill,1953.0
15,9500,Fitzroy v Hawthorn,Brunswick St,1953.0
16,9500,Fitzroy v St Kilda,Brunswick St,1953.0
17,9627,Collingwood v Hawthorn,Victoria Park,1953.0
18,9700,St Kilda v Carlton,Junction Oval,1953.0
19,10000,Hawthorn v Footscray,Glenferrie Oval,1953.0
20,10000,Richmond v Geelong,Punt Rd,1953.0
