, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,204656,9,22740,205270.0,9.0,22808.0,409926.0,18.0,22774.0,,,
1,Collingwood,225631,9,25070,236701.0,9.0,26300.0,462332.0,18.0,25685.0,159451.0,2.0,79726.0
2,Essendon,215800,9,23978,221658.0,9.0,24629.0,437458.0,18.0,24303.0,69467.0,1.0,69467.0
3,Fitzroy,142000,9,15778,160956.0,9.0,17884.0,302956.0,18.0,16831.0,,,
4,Footscray,210591,9,23399,194487.0,9.0,21610.0,405078.0,18.0,22504.0,128082.0,2.0,64041.0
5,Geelong,214180,9,23798,215780.0,9.0,23976.0,429960.0,18.0,23887.0,218066.0,3.0,72689.0
6,Hawthorn,87000,9,9667,101497.0,9.0,11277.0,188497.0,18.0,10472.0,,,
7,Melbourne,199491,9,22166,135525.0,9.0,15058.0,335016.0,18.0,18612.0,,,
8,North Melbourne,126877,9,14097,151485.0,9.0,16832.0,278362.0,18.0,15465.0,,,
9,Richmond,148894,9,16544,158446.0,9.0,17605.0,307340.0,18.0,17074.0,,,
10,South Melbourne,176296,9,19588,185303.0,9.0,20589.0,361599.0,18.0,20089.0,,,
11,St Kilda,128700,9,14300,113008.0,9.0,12556.0,241708.0,18.0,13428.0,,,
12,Totals,Home & Away:2080116 (19260),Finals:287533 (71883) ,Overall:2367649 (21140),,,,,,,,,
