,0,1,2,3
0,Highest Home & Away Crowds,,,
1,47000,Collingwood v South Melbourne,Victoria Park,1948.0
2,42110,Melbourne v Collingwood,M.C.G.,1948.0
3,40692,Melbourne v Richmond,M.C.G.,1948.0
4,38000,Collingwood v Fitzroy,Victoria Park,1948.0
5,35000,Collingwood v Essendon,Victoria Park,1948.0
6,34864,Melbourne v Carlton,M.C.G.,1948.0
7,33000,South Melbourne v Fitzroy,Lake Oval,1948.0
8,33000,Richmond v Collingwood,Punt Rd,1948.0
9,33000,Richmond v Carlton,Punt Rd,1948.0
10,32000,Carlton v Fitzroy,Princes Park,1948.0
11,31057,Melbourne v Fitzroy,M.C.G.,1948.0
12,31000,Collingwood v Carlton,Victoria Park,1948.0
13,31000,Carlton v Collingwood,Princes Park,1948.0
14,30000,Essendon v Collingwood,Windy Hill,1948.0
15,29000,Richmond v Footscray,Punt Rd,1948.0
16,29000,Richmond v Essendon,Punt Rd,1948.0
17,28664,Melbourne v Essendon,M.C.G.,1948.0
18,28000,Essendon v Carlton,Windy Hill,1948.0
19,28000,Collingwood v Richmond,Victoria Park,1948.0
20,28000,South Melbourne v Richmond,Lake Oval,1948.0
