, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,304809,11,27710,322384.0,11.0,29308.0,627193.0,22.0,28509.0,129339.0,2.0,64670.0
1,Collingwood,274824,11,24984,309985.0,11.0,28180.0,584809.0,22.0,26582.0,,,
2,Essendon,231823,11,21075,225900.0,11.0,20536.0,457723.0,22.0,20806.0,,,
3,Fitzroy,156498,11,14227,191660.0,11.0,17424.0,348158.0,22.0,15825.0,,,
4,Footscray,217322,11,19757,256635.0,11.0,23330.0,473957.0,22.0,21544.0,50686.0,1.0,50686.0
5,Geelong,245418,11,22311,255050.0,11.0,23186.0,500468.0,22.0,22749.0,121728.0,2.0,60864.0
6,Hawthorn,196977,11,17907,227993.0,11.0,20727.0,424970.0,22.0,19317.0,234396.0,3.0,78132.0
7,Melbourne,277010,11,25183,206358.0,11.0,18760.0,483368.0,22.0,21971.0,,,
8,North Melbourne,206329,11,18757,230585.0,11.0,20962.0,436914.0,22.0,19860.0,314567.0,4.0,78642.0
9,Richmond,334140,11,30376,219753.0,11.0,19978.0,553893.0,22.0,25177.0,,,
10,South Melbourne,179642,11,16331,192538.0,11.0,17503.0,372180.0,22.0,16917.0,,,
11,St Kilda,238320,11,21665,224271.0,11.0,20388.0,462591.0,22.0,21027.0,,,
12,Totals,Home & Away:2863112 (21690),Finals:425358 (70893) ,Overall:3288470 (23829),,,,,,,,,
