,0,1,2,3
0,Highest Home & Away Crowds,,,
1,41413,Richmond v North Melbourne,M.C.G.,1976.0
2,40679,Carlton v Collingwood,Princes Park,1976.0
3,39744,Richmond v Carlton,M.C.G.,1976.0
4,39317,Melbourne v Collingwood,M.C.G.,1976.0
5,36477,Richmond v Collingwood,M.C.G.,1976.0
6,36042,Collingwood v Footscray,Waverley Park,1976.0
7,35279,Carlton v Geelong,Waverley Park,1976.0
8,34991,Melbourne v Carlton,M.C.G.,1976.0
9,34814,Footscray v Carlton,Western Oval,1976.0
10,34051,North Melbourne v Collingwood,Waverley Park,1976.0
11,33692,Hawthorn v Geelong,Princes Park,1976.0
12,32648,Fitzroy v Carlton,Waverley Park,1976.0
13,31434,Richmond v Footscray,M.C.G.,1976.0
14,30395,Geelong v Footscray,Kardinia Park,1976.0
15,30324,Carlton v Richmond,Princes Park,1976.0
16,29608,Richmond v Hawthorn,M.C.G.,1976.0
17,29167,Collingwood v Carlton,Victoria Park,1976.0
18,28834,Richmond v Fitzroy,M.C.G.,1976.0
19,28733,St Kilda v Collingwood,Moorabbin Oval,1976.0
20,28608,Richmond v Geelong,M.C.G.,1976.0
