,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,7567,Hawthorn v Melbourne,Princes Park,1976.0
2,7827,Hawthorn v South Melbourne,Princes Park,1976.0
3,8971,Hawthorn v Fitzroy,Princes Park,1976.0
4,9257,South Melbourne v Fitzroy,Lake Oval,1976.0
5,10342,North Melbourne v Fitzroy,Arden St,1976.0
6,10417,Fitzroy v Hawthorn,Junction Oval,1976.0
7,11131,Fitzroy v Melbourne,Junction Oval,1976.0
8,11367,Fitzroy v South Melbourne,Junction Oval,1976.0
9,11721,Fitzroy v Essendon,Junction Oval,1976.0
10,12226,South Melbourne v Footscray,Lake Oval,1976.0
11,12239,Fitzroy v Footscray,Junction Oval,1976.0
12,12247,Fitzroy v Collingwood,Junction Oval,1976.0
13,12614,Fitzroy v North Melbourne,Junction Oval,1976.0
14,12644,Fitzroy v Richmond,Junction Oval,1976.0
15,12775,South Melbourne v St Kilda,Lake Oval,1976.0
16,13307,Footscray v Hawthorn,Western Oval,1976.0
17,13464,Footscray v Melbourne,Western Oval,1976.0
18,13674,Hawthorn v Richmond,Princes Park,1976.0
19,13719,North Melbourne v Footscray,Arden St,1976.0
20,13788,Fitzroy v Geelong,Junction Oval,1976.0
