,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,151274,6,25212
1,Round 2,130410,6,21735
2,Round 3,168704,6,28117
3,Round 4,138199,6,23033
4,Round 5,128046,6,21341
5,Round 6,123889,6,20648
6,Round 7,151877,6,25313
7,Round 8,101563,6,16927
8,Round 9,133338,6,22223
9,Round 10,138835,6,23139
10,Round 11,174180,6,29030
11,Round 12,113228,6,18871
12,Round 13,129974,6,21662
13,Round 14,120886,6,20148
14,Round 15,130215,6,21703
15,Round 16,114975,6,19163
16,Round 17,120761,6,20127
17,Round 18,118673,6,19779
18,Round 19,100792,6,16799
19,Round 20,124881,6,20814
20,Round 21,115708,6,19285
21,Round 22,132704,6,22117
22,Finals,425358,6,70893
