,0,1,2,3
0,Highest Home & Away Crowds,,,
1,40000,Richmond v Collingwood,Punt Rd,1931.0
2,39000,Carlton v Footscray,Princes Park,1931.0
3,36000,Richmond v Carlton,Punt Rd,1931.0
4,35000,Fitzroy v Carlton,Brunswick St,1931.0
5,35000,Carlton v Collingwood,Princes Park,1931.0
6,30000,Footscray v Richmond,Western Oval,1931.0
7,30000,South Melbourne v Geelong,Lake Oval,1931.0
8,26500,Carlton v Richmond,Princes Park,1931.0
9,26436,Melbourne v Collingwood,M.C.G.,1931.0
10,25000,Carlton v St Kilda,Princes Park,1931.0
11,25000,Carlton v Melbourne,Princes Park,1931.0
12,25000,Richmond v Footscray,Punt Rd,1931.0
13,24000,Footscray v Carlton,Western Oval,1931.0
14,24000,St Kilda v Carlton,Junction Oval,1931.0
15,24000,St Kilda v Richmond,Junction Oval,1931.0
16,21500,Footscray v Collingwood,Western Oval,1931.0
17,20244,Melbourne v Footscray,M.C.G.,1931.0
18,20000,Essendon v Carlton,Windy Hill,1931.0
19,20000,Collingwood v Carlton,Victoria Park,1931.0
20,20000,Carlton v Essendon,Princes Park,1931.0
