,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,103000,6,17167
1,Round 2,105500,6,17583
2,Round 3,105767,6,17628
3,Round 4,104500,6,17417
4,Round 5,100244,6,16707
5,Round 6,108000,6,18000
6,Round 7,101686,6,16948
7,Round 8,84000,6,14000
8,Round 9,82826,6,13804
9,Round 10,61000,6,10167
10,Round 11,91258,6,15210
11,Round 12,89500,6,14917
12,Round 13,83828,6,13971
13,Round 14,84250,6,14042
14,Round 15,54614,6,9102
15,Round 16,64500,6,10750
16,Round 17,91444,6,15241
17,Round 18,72500,6,12083
18,Finals,196858,4,49215
