,0,1,2,3
0,Highest Home & Away Crowds,,,
1,40000,Carlton v Essendon,Princes Park,1924.0
2,38000,Richmond v Essendon,Punt Rd,1924.0
3,35000,Fitzroy v Essendon,Brunswick St,1924.0
4,33000,South Melbourne v Essendon,Lake Oval,1924.0
5,30000,Fitzroy v Carlton,Brunswick St,1924.0
6,30000,Carlton v Collingwood,Princes Park,1924.0
7,30000,South Melbourne v Richmond,Lake Oval,1924.0
8,30000,St Kilda v Fitzroy,Junction Oval,1924.0
9,30000,Richmond v Carlton,Punt Rd,1924.0
10,29000,Carlton v South Melbourne,Princes Park,1924.0
11,28000,Essendon v Carlton,Windy Hill,1924.0
12,28000,South Melbourne v Fitzroy,Lake Oval,1924.0
13,27770,Carlton v Fitzroy,Princes Park,1924.0
14,27533,Melbourne v Richmond,M.C.G.,1924.0
15,26000,Fitzroy v Richmond,Brunswick St,1924.0
16,26000,Essendon v Fitzroy,Windy Hill,1924.0
17,26000,St Kilda v Carlton,Junction Oval,1924.0
18,25000,Essendon v Collingwood,Windy Hill,1924.0
19,25000,Essendon v South Melbourne,Windy Hill,1924.0
20,25000,Collingwood v Carlton,Victoria Park,1924.0
