, ,Home & Away,Finals,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0
,Venue,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Arden St,42500,7,6071,,,
1,Brunswick St,111500,8,13938,,,
2,Glenferrie Oval,75000,7,10714,,,
3,Princes Park,164000,15,10933,133409.0,4.0,33352.0
4,Punt Rd,181000,15,12067,,,
5,Toorak Park,38000,5,7600,,,
6,Victoria Park,58250,8,7281,,,
7,Western Oval,56500,7,8071,,,
8,Windy Hill,111000,8,13875,,,
