,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,4000,North Melbourne v Hawthorn,Arden St,1930.0
2,5000,Hawthorn v Melbourne,Glenferrie Oval,1930.0
3,5000,South Melbourne v North Melbourne,Lake Oval,1930.0
4,5000,Geelong v Fitzroy,Corio Oval,1930.0
5,7000,Hawthorn v North Melbourne,Glenferrie Oval,1930.0
6,7000,Hawthorn v Fitzroy,Glenferrie Oval,1930.0
7,7000,North Melbourne v South Melbourne,Arden St,1930.0
8,7000,Richmond v North Melbourne,Punt Rd,1930.0
9,8000,Hawthorn v Geelong,Glenferrie Oval,1930.0
10,8000,North Melbourne v Collingwood,Arden St,1930.0
11,8000,North Melbourne v Essendon,Arden St,1930.0
12,8000,Fitzroy v South Melbourne,Brunswick St,1930.0
13,8000,Fitzroy v Geelong,Brunswick St,1930.0
14,8000,Geelong v Footscray,Corio Oval,1930.0
15,8500,Footscray v Geelong,Western Oval,1930.0
16,8662,Melbourne v North Melbourne,M.C.G.,1930.0
17,8723,Melbourne v Hawthorn,M.C.G.,1930.0
18,9000,Hawthorn v Footscray,Glenferrie Oval,1930.0
19,9000,North Melbourne v Fitzroy,Arden St,1930.0
20,9000,Essendon v Fitzroy,Windy Hill,1930.0
