, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,225000,9,25000,209981.0,9.0,23331.0,434981.0,18.0,24166.0,47985.0,1.0,47985.0
1,Collingwood,146000,9,16222,191779.0,9.0,21309.0,337779.0,18.0,18766.0,126735.0,3.0,42245.0
2,Essendon,142000,9,15778,142344.0,9.0,15816.0,284344.0,18.0,15797.0,,,
3,Fitzroy,134500,9,14944,126000.0,9.0,14000.0,260500.0,18.0,14472.0,,,
4,Footscray,121000,9,13444,112475.0,9.0,12497.0,233475.0,18.0,12971.0,,,
5,Geelong,88500,9,9833,142409.0,9.0,15823.0,230909.0,18.0,12828.0,134502.0,3.0,44834.0
6,Hawthorn,110000,9,12222,96723.0,9.0,10747.0,206723.0,18.0,11485.0,,,
7,Melbourne,183458,9,20384,160000.0,9.0,17778.0,343458.0,18.0,19081.0,,,
8,North Melbourne,87000,9,9667,81162.0,9.0,9018.0,168162.0,18.0,9342.0,,,
9,Richmond,145000,9,16111,173853.0,9.0,19317.0,318853.0,18.0,17714.0,40218.0,1.0,40218.0
10,South Melbourne,142000,9,15778,119000.0,9.0,13222.0,261000.0,18.0,14500.0,,,
11,St Kilda,177500,9,19722,146232.0,9.0,16248.0,323732.0,18.0,17985.0,,,
12,Totals,Home & Away:1701958 (15759),Finals:174720 (43680) ,Overall:1876678 (16756),,,,,,,,,
