, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,281550,11,25595,335169.0,11.0,30470.0,616719.0,22.0,28033.0,355673.0,4.0,88918.0
1,Collingwood,316371,11,28761,335174.0,11.0,30470.0,651545.0,22.0,29616.0,183757.0,2.0,91879.0
2,Essendon,287649,11,26150,331821.0,11.0,30166.0,619470.0,22.0,28158.0,52499.0,1.0,52499.0
3,Fitzroy,190155,11,17287,223046.0,11.0,20277.0,413201.0,22.0,18782.0,,,
4,Footscray,204650,11,18605,213654.0,11.0,19423.0,418304.0,22.0,19014.0,,,
5,Geelong,195128,11,17739,200602.0,11.0,18237.0,395730.0,22.0,17988.0,,,
6,Hawthorn,217440,11,19767,245583.0,11.0,22326.0,463023.0,22.0,21047.0,,,
7,Melbourne,284817,11,25892,218578.0,11.0,19871.0,503395.0,22.0,22882.0,,,
8,North Melbourne,123989,11,11272,148550.0,11.0,13505.0,272539.0,22.0,12388.0,,,
9,Richmond,406373,11,36943,251181.0,11.0,22835.0,657554.0,22.0,29889.0,351301.0,4.0,87825.0
10,South Melbourne,156892,11,14263,165607.0,11.0,15055.0,322499.0,22.0,14659.0,,,
11,St Kilda,269905,11,24537,265954.0,11.0,24178.0,535859.0,22.0,24357.0,240628.0,3.0,80209.0
12,Totals,Home & Away:2934919 (22234),Finals:591929 (84561) ,Overall:3526848 (25373),,,,,,,,,
