,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,7463,Fitzroy v Hawthorn,Brunswick St,1965.0
2,7486,Fitzroy v Footscray,Brunswick St,1965.0
3,7738,North Melbourne v Fitzroy,Coburg Oval,1965.0
4,8312,North Melbourne v Melbourne,Coburg Oval,1965.0
5,9000,Hawthorn v Fitzroy,Glenferrie Oval,1965.0
6,9520,South Melbourne v North Melbourne,Lake Oval,1965.0
7,10498,Footscray v Hawthorn,Western Oval,1965.0
8,10561,Fitzroy v North Melbourne,Brunswick St,1965.0
9,10650,Essendon v Fitzroy,Windy Hill,1965.0
10,11000,Hawthorn v North Melbourne,Glenferrie Oval,1965.0
11,11313,Footscray v St Kilda,Western Oval,1965.0
12,11400,Hawthorn v Essendon,Glenferrie Oval,1965.0
13,11474,North Melbourne v Carlton,Coburg Oval,1965.0
14,11800,Hawthorn v Footscray,Glenferrie Oval,1965.0
15,11867,North Melbourne v Richmond,Coburg Oval,1965.0
16,11925,Fitzroy v Geelong,Brunswick St,1965.0
17,12728,Carlton v North Melbourne,Princes Park,1965.0
18,12791,Carlton v Hawthorn,Princes Park,1965.0
19,12828,North Melbourne v Essendon,Coburg Oval,1965.0
20,12884,Fitzroy v South Melbourne,Brunswick St,1965.0
