, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,233394,9,25933,259555.0,9.0,28839.0,492949.0,18.0,27386.0,,,
1,Collingwood,263413,9,29268,328679.0,9.0,36520.0,592092.0,18.0,32894.0,193781.0,2.0,96891.0
2,Essendon,207500,9,23056,239976.0,9.0,26664.0,447476.0,18.0,24860.0,290065.0,3.0,96688.0
3,Fitzroy,119611,9,13290,140424.0,9.0,15603.0,260035.0,18.0,14446.0,,,
4,Footscray,152697,9,16966,151942.0,9.0,16882.0,304639.0,18.0,16924.0,,,
5,Geelong,196932,9,21881,223701.0,9.0,24856.0,420633.0,18.0,23369.0,89833.0,1.0,89833.0
6,Hawthorn,142700,9,15856,165503.0,9.0,18389.0,308203.0,18.0,17122.0,,,
7,Melbourne,352995,9,39222,211548.0,9.0,23505.0,564543.0,18.0,31364.0,,,
8,North Melbourne,118318,9,13146,140163.0,9.0,15574.0,258481.0,18.0,14360.0,,,
9,Richmond,321237,9,35693,222305.0,9.0,24701.0,543542.0,18.0,30197.0,,,
10,South Melbourne,188149,9,20905,199390.0,9.0,22154.0,387539.0,18.0,21530.0,,,
11,St Kilda,251752,9,27972,265512.0,9.0,29501.0,517264.0,18.0,28737.0,203241.0,2.0,101621.0
12,Totals,Home & Away:2548698 (23599),Finals:388460 (97115) ,Overall:2937158 (26225),,,,,,,,,
