, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,461910,11,41992,327049.0,11.0,29732.0,788959.0,22.0,35862.0,36534.0,1.0,36534.0
1,Brisbane Lions,317325,11,28848,348005.0,11.0,31637.0,665330.0,22.0,30242.0,,,
2,Carlton,457418,11,41583,407335.0,11.0,37030.0,864753.0,22.0,39307.0,,,
3,Collingwood,603881,11,54898,622723.0,11.0,56611.0,1226604.0,22.0,55755.0,206274.0,3.0,68758.0
4,Essendon,575232,11,52294,513420.0,11.0,46675.0,1088652.0,22.0,49484.0,,,
5,Fremantle,412213,11,37474,325356.0,11.0,29578.0,737569.0,22.0,33526.0,,,
6,Geelong,347016,11,31547,415034.0,11.0,37730.0,762050.0,22.0,34639.0,272934.0,3.0,90978.0
7,Hawthorn,365052,11,33187,404577.0,11.0,36780.0,769629.0,22.0,34983.0,111515.0,2.0,55758.0
8,Kangaroos,308850,11,28077,330031.0,11.0,30003.0,638881.0,22.0,29040.0,196564.0,3.0,65521.0
9,Melbourne,324903,11,29537,382499.0,11.0,34773.0,707402.0,22.0,32155.0,,,
10,Port Adelaide,306572,11,27870,293287.0,11.0,26662.0,599859.0,22.0,27266.0,179005.0,3.0,59668.0
11,Richmond,420807,11,38255,488396.0,11.0,44400.0,909203.0,22.0,41327.0,,,
12,St Kilda,417135,11,37921,445713.0,11.0,40519.0,862848.0,22.0,39220.0,,,
13,Sydney,391953,11,35632,380752.0,11.0,34614.0,772705.0,22.0,35123.0,64645.0,1.0,64645.0
14,West Coast,448703,11,40791,386204.0,11.0,35109.0,834907.0,22.0,37950.0,81377.0,2.0,40689.0
15,Western Bulldogs,316551,11,28777,405140.0,11.0,36831.0,721691.0,22.0,32804.0,,,
16,Totals,Home & Away:6475521 (36793),Finals:574424 (63825) ,Overall:7049945 (38108),,,,,,,,,
