,0,1,2,3
0,Highest Home & Away Crowds,,,
1,58563,Melbourne v Collingwood,M.C.G.,1952.0
2,49107,Geelong v Carlton,Kardinia Park,1952.0
3,42662,Carlton v Collingwood,Princes Park,1952.0
4,37500,Carlton v Geelong,Princes Park,1952.0
5,36145,Geelong v Collingwood,Kardinia Park,1952.0
6,36000,Collingwood v Carlton,Victoria Park,1952.0
7,34000,Collingwood v Essendon,Victoria Park,1952.0
8,34000,Carlton v Essendon,Princes Park,1952.0
9,32000,South Melbourne v Carlton,Lake Oval,1952.0
10,31500,Carlton v South Melbourne,Princes Park,1952.0
11,31314,Geelong v Fitzroy,Kardinia Park,1952.0
12,30000,Geelong v Footscray,Kardinia Park,1952.0
13,29000,Fitzroy v Carlton,Brunswick St,1952.0
14,29000,Fitzroy v South Melbourne,Brunswick St,1952.0
15,29000,Essendon v Richmond,Windy Hill,1952.0
16,28500,South Melbourne v Richmond,Lake Oval,1952.0
17,28000,Geelong v Essendon,Brisbane Exhibition,1952.0
18,28000,Essendon v Carlton,Windy Hill,1952.0
19,28000,Richmond v Essendon,Punt Rd,1952.0
20,27000,South Melbourne v Essendon,Lake Oval,1952.0
