, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,249673,10,24967,246107.0,9.0,27345.0,495780.0,19.0,26094.0,59970.0,1.0,59970.0
1,Collingwood,199407,9,22156,283628.0,10.0,28363.0,483035.0,19.0,25423.0,212469.0,3.0,70823.0
2,Essendon,177000,9,19667,234000.0,10.0,23400.0,411000.0,19.0,21632.0,,,
3,Fitzroy,185187,10,18519,175988.0,9.0,19554.0,361175.0,19.0,19009.0,112432.0,2.0,56216.0
4,Footscray,175129,10,17513,162338.0,9.0,18038.0,337467.0,19.0,17761.0,,,
5,Geelong,279641,10,27964,184938.0,9.0,20549.0,464579.0,19.0,24452.0,160007.0,2.0,80004.0
6,Hawthorn,99500,9,11056,110890.0,10.0,11089.0,210390.0,19.0,11073.0,,,
7,Melbourne,220003,9,24445,182723.0,10.0,18272.0,402726.0,19.0,21196.0,,,
8,North Melbourne,128000,9,14222,164217.0,10.0,16422.0,292217.0,19.0,15380.0,,,
9,Richmond,192174,10,19217,190286.0,9.0,21143.0,382460.0,19.0,20129.0,,,
10,South Melbourne,218500,10,21850,193452.0,9.0,21495.0,411952.0,19.0,21682.0,,,
11,St Kilda,125300,9,13922,120947.0,10.0,12095.0,246247.0,19.0,12960.0,,,
12,Totals,Home & Away:2249514 (19733),Finals:272439 (68110) ,Overall:2521953 (21372),,,,,,,,,
