,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,3500,Footscray v St Kilda,Yallourn,1952.0
2,6000,Hawthorn v North Melbourne,Glenferrie Oval,1952.0
3,7000,North Melbourne v St Kilda,Arden St,1952.0
4,7500,Hawthorn v Geelong,Glenferrie Oval,1952.0
5,7500,St Kilda v Hawthorn,Junction Oval,1952.0
6,7500,Carlton v Hawthorn,Euroa,1952.0
7,7800,St Kilda v Footscray,Junction Oval,1952.0
8,9000,Hawthorn v Melbourne,Glenferrie Oval,1952.0
9,9000,Richmond v St Kilda,Punt Rd,1952.0
10,9000,St Kilda v Fitzroy,Junction Oval,1952.0
11,9500,Fitzroy v Hawthorn,Brunswick St,1952.0
12,10300,Fitzroy v St Kilda,Brunswick St,1952.0
13,10500,Fitzroy v North Melbourne,Brunswick St,1952.0
14,11000,Hawthorn v Richmond,Glenferrie Oval,1952.0
15,11000,Hawthorn v Carlton,Glenferrie Oval,1952.0
16,11000,North Melbourne v Hawthorn,Arden St,1952.0
17,11000,North Melbourne v Melbourne,Arden St,1952.0
18,11000,Richmond v Footscray,Punt Rd,1952.0
19,12000,Hawthorn v Fitzroy,Glenferrie Oval,1952.0
20,12000,North Melbourne v Richmond,Arden St,1952.0
