,Crowds by Round,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0
,Round,Total,Games,Ave.
0,Round 1,153911,6,25652
1,Round 2,136987,6,22831
2,Round 3,170662,6,28444
3,Round 4,183648,6,30608
4,Round 5,128512,6,21419
5,Round 6,136552,6,22759
6,Round 7,132433,6,22072
7,Round 8,124857,6,20810
8,Round 9,165647,6,27608
9,Round 10,101691,6,16949
10,Round 11,128748,6,21458
11,Round 12,113576,6,18929
12,Round 13,103232,6,17205
13,Round 14,98111,6,16352
14,Round 15,112257,6,18710
15,Round 16,116118,6,19353
16,Round 17,124378,6,20730
17,Round 18,123624,6,20604
18,Round 19,112952,6,18825
19,Round 20,113711,6,18952
20,Round 21,151028,6,25171
21,Round 22,104059,6,17343
22,Finals,501954,6,83659
