,0,1,2,3
0,Highest Home & Away Crowds,,,
1,56023,Richmond v Collingwood,Waverley Park,1973.0
2,54139,Richmond v Carlton,M.C.G.,1973.0
3,49699,St Kilda v Collingwood,Waverley Park,1973.0
4,49439,Melbourne v Carlton,M.C.G.,1973.0
5,48923,Richmond v North Melbourne,M.C.G.,1973.0
6,48312,Collingwood v Hawthorn,Waverley Park,1973.0
7,44787,Melbourne v St Kilda,M.C.G.,1973.0
8,43892,Richmond v Essendon,M.C.G.,1973.0
9,43260,Carlton v Collingwood,Princes Park,1973.0
10,40143,Carlton v Essendon,Princes Park,1973.0
11,37883,Melbourne v Collingwood,M.C.G.,1973.0
12,37685,Melbourne v Richmond,M.C.G.,1973.0
13,37660,Collingwood v Carlton,Victoria Park,1973.0
14,36117,Essendon v Carlton,Waverley Park,1973.0
15,33022,St Kilda v Richmond,Moorabbin Oval,1973.0
16,32951,Melbourne v North Melbourne,M.C.G.,1973.0
17,32613,Richmond v Hawthorn,M.C.G.,1973.0
18,32101,Hawthorn v Essendon,Waverley Park,1973.0
19,31784,Collingwood v Essendon,Victoria Park,1973.0
20,31499,Richmond v St Kilda,Waverley Park,1973.0
