, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,290007,11,26364,314883.0,11.0,28626.0,604890.0,22.0,27495.0,263414.0,3.0,87805.0
1,Collingwood,306857,11,27896,334240.0,11.0,30385.0,641097.0,22.0,29141.0,158724.0,2.0,79362.0
2,Essendon,242699,11,22064,290508.0,11.0,26410.0,533207.0,22.0,24237.0,53405.0,1.0,53405.0
3,Fitzroy,152664,11,13879,173531.0,11.0,15776.0,326195.0,22.0,14827.0,,,
4,Footscray,170602,11,15509,172816.0,11.0,15711.0,343418.0,22.0,15610.0,,,
5,Geelong,182169,11,16561,172993.0,11.0,15727.0,355162.0,22.0,16144.0,,,
6,Hawthorn,179386,11,16308,241128.0,11.0,21921.0,420514.0,22.0,19114.0,,,
7,Melbourne,315565,11,28688,204054.0,11.0,18550.0,519619.0,22.0,23619.0,,,
8,North Melbourne,184151,11,16741,262708.0,11.0,23883.0,446859.0,22.0,20312.0,,,
9,Richmond,396792,11,36072,256311.0,11.0,23301.0,653103.0,22.0,29687.0,388477.0,4.0,97119.0
10,South Melbourne,138623,11,12602,172641.0,11.0,15695.0,311264.0,22.0,14148.0,,,
11,St Kilda,277179,11,25198,240881.0,11.0,21898.0,518060.0,22.0,23548.0,139888.0,2.0,69944.0
12,Totals,Home & Away:2836694 (21490),Finals:501954 (83659) ,Overall:3338648 (24193),,,,,,,,,
