, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Carlton,173000,8,21625,182220.0,8.0,22778.0,355220.0,16.0,22201.0,64148.0,1.0,64148.0
1,Collingwood,185000,8,23125,183496.0,8.0,22937.0,368496.0,16.0,23031.0,93109.0,2.0,46555.0
2,Essendon,162000,8,20250,199206.0,8.0,24901.0,361206.0,16.0,22575.0,114169.0,2.0,57085.0
3,Fitzroy,172000,8,21500,122000.0,8.0,15250.0,294000.0,16.0,18375.0,143130.0,3.0,47710.0
4,Geelong,94000,8,11750,91189.0,8.0,11399.0,185189.0,16.0,11574.0,,,
5,Melbourne,131792,8,16474,108000.0,8.0,13500.0,239792.0,16.0,14987.0,,,
6,Richmond,175000,8,21875,164902.0,8.0,20613.0,339902.0,16.0,21244.0,,,
7,South Melbourne,133000,8,16625,124850.0,8.0,15606.0,257850.0,16.0,16116.0,,,
8,St Kilda,99000,8,12375,148929.0,8.0,18616.0,247929.0,16.0,15496.0,,,
9,Totals,Home & Away:1324792 (18400),Finals:207278 (51820) ,Overall:1532070 (20159),,,,,,,,,
