,0,1,2,3
0,Highest Home & Away Crowds,,,
1,40000,Richmond v Essendon,Punt Rd,1922.0
2,34000,Carlton v Collingwood,Princes Park,1922.0
3,32000,Collingwood v Essendon,Victoria Park,1922.0
4,30000,Fitzroy v Carlton,Brunswick St,1922.0
5,30000,Fitzroy v Richmond,Brunswick St,1922.0
6,30000,Essendon v Collingwood,Windy Hill,1922.0
7,30000,Collingwood v Fitzroy,Victoria Park,1922.0
8,30000,Collingwood v St Kilda,Victoria Park,1922.0
9,30000,Carlton v Essendon,Princes Park,1922.0
10,30000,Richmond v Carlton,Punt Rd,1922.0
11,27000,Richmond v Collingwood,Punt Rd,1922.0
12,26000,Fitzroy v Essendon,Brunswick St,1922.0
13,25220,Melbourne v Carlton,M.C.G.,1922.0
14,25000,Fitzroy v Collingwood,Brunswick St,1922.0
15,25000,Essendon v Richmond,Windy Hill,1922.0
16,25000,Collingwood v Carlton,Victoria Park,1922.0
17,25000,Collingwood v Richmond,Victoria Park,1922.0
18,25000,Carlton v Fitzroy,Princes Park,1922.0
19,25000,Carlton v Richmond,Princes Park,1922.0
20,25000,South Melbourne v Carlton,Lake Oval,1922.0
