, ,Home & Away,Finals,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0
,Venue,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Brunswick St,172000,8,21500,,,
1,Corio Oval,94000,8,11750,,,
2,Junction Oval,99000,8,12375,,,
3,Lake Oval,133000,8,16625,,,
4,M.C.G.,126792,7,18113,207278.0,4.0,51820.0
5,Princes Park,178000,9,19778,,,
6,Punt Rd,175000,8,21875,,,
7,Victoria Park,185000,8,23125,,,
8,Windy Hill,162000,8,20250,,,
