,0,1,2,3
0,Highest Home & Away Crowds,,,
1,88999,Collingwood v Essendon,M.C.G.,2008.0
2,86179,Hawthorn v Geelong,M.C.G.,2008.0
3,80310,Collingwood v Carlton,M.C.G.,2008.0
4,78206,Collingwood v Geelong,M.C.G.,2008.0
5,77873,Carlton v Collingwood,M.C.G.,2008.0
6,76048,Hawthorn v Collingwood,M.C.G.,2008.0
7,73503,Richmond v Carlton,M.C.G.,2008.0
8,72552,Carlton v Richmond,M.C.G.,2008.0
9,70832,Richmond v Collingwood,M.C.G.,2008.0
10,64785,Essendon v Collingwood,M.C.G.,2008.0
11,64388,Essendon v Carlton,M.C.G.,2008.0
12,60333,Essendon v Richmond,M.C.G.,2008.0
13,59548,Melbourne v Collingwood,M.C.G.,2008.0
14,59266,Sydney v Collingwood,Stadium Australia,2008.0
15,59177,Carlton v Essendon,M.C.G.,2008.0
16,58307,Collingwood v Hawthorn,M.C.G.,2008.0
17,56746,Richmond v Essendon,M.C.G.,2008.0
18,55658,Carlton v St Kilda,M.C.G.,2008.0
19,52968,Collingwood v West Coast,M.C.G.,2008.0
20,52592,Collingwood v Adelaide,M.C.G.,2008.0
