,0,1,2,3
0,Highest Home & Away Crowds,,,
1,44823,Melbourne v Collingwood,M.C.G.,1937.0
2,33000,Carlton v South Melbourne,Princes Park,1937.0
3,31831,Melbourne v Carlton,M.C.G.,1937.0
4,29376,Melbourne v Geelong,M.C.G.,1937.0
5,28000,St Kilda v Collingwood,Junction Oval,1937.0
6,27000,Richmond v Carlton,Punt Rd,1937.0
7,25904,Melbourne v St Kilda,M.C.G.,1937.0
8,25000,South Melbourne v Collingwood,Lake Oval,1937.0
9,25000,St Kilda v Melbourne,Junction Oval,1937.0
10,24000,Collingwood v Carlton,Victoria Park,1937.0
11,23000,St Kilda v Fitzroy,Junction Oval,1937.0
12,22000,Collingwood v South Melbourne,Victoria Park,1937.0
13,22000,South Melbourne v Carlton,Lake Oval,1937.0
14,22000,South Melbourne v St Kilda,Lake Oval,1937.0
15,22000,Richmond v Collingwood,Punt Rd,1937.0
16,21000,Collingwood v Geelong,Victoria Park,1937.0
17,21000,Collingwood v Melbourne,Victoria Park,1937.0
18,20638,Melbourne v South Melbourne,M.C.G.,1937.0
19,20000,Fitzroy v Footscray,Brunswick St,1937.0
20,19726,Melbourne v Richmond,M.C.G.,1937.0
