, ,Home,Away,H&A Totals,Finals,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Unnamed: 10_level_0,Unnamed: 11_level_0,Unnamed: 12_level_0
,Team,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.,Attendance,GM,Ave.
0,Adelaide,471492,11,42863,220922.0,11.0,20084.0,692414.0,22.0,31473.0,,,
1,Brisbane Bears,136769,11,12434,187986.0,11.0,17090.0,324755.0,22.0,14762.0,,,
2,Carlton,359670,11,32697,468880.0,11.0,42625.0,828550.0,22.0,37661.0,109271.0,2.0,54636.0
3,Collingwood,530661,11,48242,508858.0,11.0,46260.0,1039519.0,22.0,47251.0,31824.0,1.0,31824.0
4,Essendon,511119,11,46465,428228.0,11.0,38930.0,939347.0,22.0,42698.0,,,
5,Fitzroy,138170,11,12561,227018.0,11.0,20638.0,365188.0,22.0,16599.0,,,
6,Footscray,226361,11,20578,316837.0,11.0,28803.0,543198.0,22.0,24691.0,126759.0,2.0,63380.0
7,Geelong,291070,11,26461,388435.0,11.0,35312.0,679505.0,22.0,30887.0,288323.0,4.0,72081.0
8,Hawthorn,273720,11,24884,332032.0,11.0,30185.0,605752.0,22.0,27534.0,38223.0,1.0,38223.0
9,Melbourne,366331,11,33303,308510.0,11.0,28046.0,674841.0,22.0,30675.0,156005.0,3.0,52002.0
10,North Melbourne,384890,11,34990,293020.0,11.0,26638.0,677910.0,22.0,30814.0,118344.0,2.0,59172.0
11,Richmond,373644,11,33968,272657.0,11.0,24787.0,646301.0,22.0,29377.0,,,
12,St Kilda,249222,11,22657,263093.0,11.0,23918.0,512315.0,22.0,23287.0,,,
13,Sydney,107955,11,9814,231979.0,11.0,21089.0,339934.0,22.0,15452.0,,,
14,West Coast,301949,11,27450,274568.0,11.0,24961.0,576517.0,22.0,26205.0,160001.0,3.0,53334.0
15,Totals,Home & Away:4723023 (28624),Finals:514375 (57153) ,Overall:5237398 (30100),,,,,,,,,
