,0,1,2,3
0,Lowest Home & Away Crowds,,,
1,5272,Sydney v Brisbane Bears,S.C.G.,1990.0
2,6136,Sydney v Fitzroy,S.C.G.,1990.0
3,6628,Brisbane Bears v Footscray,Carrara,1990.0
4,6838,Fitzroy v Brisbane Bears,Princes Park,1990.0
5,6970,Sydney v West Coast,S.C.G.,1990.0
6,7180,Sydney v Richmond,S.C.G.,1990.0
7,7226,Brisbane Bears v Sydney,Carrara,1990.0
8,7286,Brisbane Bears v West Coast,Carrara,1990.0
9,7347,Brisbane Bears v Fitzroy,Carrara,1990.0
10,8180,Brisbane Bears v Geelong,Carrara,1990.0
11,8310,North Melbourne v Brisbane Bears,M.C.G.,1990.0
12,8649,Hawthorn v Brisbane Bears,Princes Park,1990.0
13,8683,Brisbane Bears v North Melbourne,Carrara,1990.0
14,8768,Brisbane Bears v Hawthorn,Carrara,1990.0
15,8949,Fitzroy v Richmond,Princes Park,1990.0
16,8960,Sydney v Geelong,S.C.G.,1990.0
17,9377,North Melbourne v West Coast,M.C.G.,1990.0
18,9381,Brisbane Bears v Melbourne,Carrara,1990.0
19,10105,Brisbane Bears v Essendon,Carrara,1990.0
20,10155,Sydney v Melbourne,S.C.G.,1990.0
